CRASH_RECORD_ID,CRASH_DATE,Weekday,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,ROADWAY_SURFACE_COND,CRASH_TYPE,DAMAGE,PRIM_CONTRIBUTORY_CAUSE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,CRASH_TIME,CATEGORIES
d37cb9a520e352422030cb1f1bf5adaf9b4cdf084d0a53e8406cbfc0db607c365dcc75a7354badc9ce53064672f7c5d117d0b8ee79b355411e6fb057e4840eb6,2023-12-28 23:04:00,Thursday,30,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,FATAL,1.0,1.0,0.0,23,5,12,41.71166035,-87.64309941,"['12/28/2023', '11:04:00', 'PM']",FATAL without Device
6581d51c0029a28556f5565817e98f250367bb3e6279bad295d35286ab03f846f1ad718148de3ce7e847c323cccb68cb2a7a887408f79c5f82fd1f9b2a081bab,2023-12-28 18:08:00,Thursday,30,PEDESTRIAN CROSSING SIGN,RAIN,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,3,INCAPACITATING INJURY,2.0,0.0,1.0,18,5,12,41.97624552,-87.6721929,"['12/28/2023', '06:08:00', 'PM']",INCAPACITATING INJURY with Device
08e8ef45b8f452b3841576a9a368e32cca747115ca5effd99c3513b9e25bf0aa189a7ec3310f081bdbd7fedc52fe3f0b19d7b18aaf28dfd01c14a70d1981b53d,2023-12-28 10:12:00,Thursday,30,NO CONTROLS,RAIN,DAYLIGHT,OTHER OBJECT,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,1,INCAPACITATING INJURY,2.0,0.0,2.0,10,5,12,41.74275166,-87.67917888,"['12/28/2023', '10:12:00', 'AM']",INCAPACITATING INJURY without Device
39cde712345d536252b794d69f129917a2d31bd8e24287c16d75d6479a46c18795b9bc321b8be9ed9a46bbe034bb19352be8767621827f0891945fa0dbbbabd8,2023-12-28 01:13:00,Thursday,30,TRAFFIC SIGNAL,CLEAR,DARKNESS,PEDESTRIAN,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,3,INCAPACITATING INJURY,2.0,0.0,2.0,1,5,12,41.89658684,-87.63109756,"['12/28/2023', '01:13:00', 'AM']",INCAPACITATING INJURY with Device
a474bd38f4765ea61fe4636eb800ea821d08382cf030e16894c8fa513731b632d58ce4789f6914a6a393dcf9095a192e28e3745a8bd01ca08d50fc9622091471,2023-12-27 22:24:00,Wednesday,30,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,INCAPACITATING INJURY,2.0,0.0,2.0,22,4,12,41.87327859,-87.73017061,"['12/27/2023', '10:24:00', 'PM']",INCAPACITATING INJURY with Device
e6d8fe2f546531be12d02d22b11a423cd0693b0130510247baa7010f2144b4a500af5b4217d846c32eda0f429244d2cda95b8c90033ba99744ea5dde779f50d6,2023-12-27 14:44:00,Wednesday,30,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,DRY,INJURY AND / OR TOW DUE TO CRASH,$500 OR LESS,UNABLE TO DETERMINE,2,INCAPACITATING INJURY,1.0,0.0,1.0,14,4,12,41.79680764,-87.62237462,"['12/27/2023', '02:44:00', 'PM']",INCAPACITATING INJURY without Device
ae7e72421bb3675102351485238c2c1bc62743f9e37691809141ce7ceb1040e27e9dd49f5a5ff7fd5e274ca7c27c95c77e4f733e59b62b9f6eeff0a597ea8370,2023-12-27 05:45:00,Wednesday,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,INCAPACITATING INJURY,1.0,0.0,1.0,5,4,12,41.84684629,-87.67984216,"['12/27/2023', '05:45:00', 'AM']",INCAPACITATING INJURY with Device
9c3be65b6ca3ec94dda84b141b8d54dfba7323690a61eec53329f003450850affc07bb855e12715febcad60795f142a2e5db75db04a0816e3d1c1ba7c6e990a8,2023-12-26 20:44:00,Tuesday,30,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,4,FATAL,1.0,1.0,0.0,20,3,12,41.90039641,-87.74689782,"['12/26/2023', '08:44:00', 'PM']",FATAL without Device
0354090346c63b23da062c9aa3267c12522e7d90a177321efdc1bada39e028ed7b73ac5da80f5e78feb6666bdbf02daa1bdf254e0036a82fd9e22a42a517f33a,2023-12-26 19:17:00,Tuesday,30,TRAFFIC SIGNAL,OTHER,DARKNESS,TURNING,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,INCAPACITATING INJURY,1.0,0.0,1.0,19,3,12,41.75847198,-87.60532402,"['12/26/2023', '07:17:00', 'PM']",INCAPACITATING INJURY with Device
b2f41b81abdb249d20dcef3c4912b149cabfcfab3086cbbb180be0cd20cd5065dc36181922f32d2cd3de574f32104bf44758486f704ed36170b35aa694ae9159,2023-12-26 10:50:00,Tuesday,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,DRY,INJURY AND / OR TOW DUE TO CRASH,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,INCAPACITATING INJURY,1.0,0.0,1.0,10,3,12,41.98301252,-87.78421759,"['12/26/2023', '10:50:00', 'AM']",INCAPACITATING INJURY with Device
1ee6d1bd128416059433f011fdfd67fd99d71cb9bbe476e7cb150b6a091530cfe4fb1f48b603833824ac62986f730a2fbc58123b4a2d861c073eec95265f06c4,2023-12-25 16:30:00,Monday,30,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,WET,INJURY AND / OR TOW DUE TO CRASH,$500 OR LESS,UNABLE TO DETERMINE,2,INCAPACITATING INJURY,1.0,0.0,1.0,16,2,12,41.75829405,-87.62787838,"['12/25/2023', '04:30:00', 'PM']",INCAPACITATING INJURY without Device
af2cd05fea728ec7126ac2be215ab7218c870e37288b011454a612358c0df4540f734a9879f0cde04aada6091ef68ba5ef456df12fc2d4c970c52b54908cb1e5,2023-12-24 23:12:00,Sunday,35,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,1,INCAPACITATING INJURY,1.0,0.0,1.0,23,1,12,41.80861416,-87.67585249,"['12/24/2023', '11:12:00', 'PM']",INCAPACITATING INJURY without Device
271ca2438056ea3ab8bab1fdf044ef8aab111b9b86b7bae02b7ded7fc846b7a0411677e2f4974b328b3f01058647687192d6fce85398e736af59059b4e007d1f,2023-12-24 22:24:00,Sunday,40,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",NOT APPLICABLE,1,INCAPACITATING INJURY,1.0,0.0,1.0,22,1,12,41.71349086,-87.58453593,"['12/24/2023', '10:24:00', 'PM']",INCAPACITATING INJURY without Device
cf705a5d3d99e3fdcc23d380e5de011495d9834bb77e56dd96741539c587d2d42421ea78f197d6519e960059b1247a47fe69b66d8b9cb346b53239579a3db839,2023-12-24 19:25:00,Sunday,25,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,INCAPACITATING INJURY,3.0,0.0,1.0,19,1,12,41.80922486,-87.61967061,"['12/24/2023', '07:25:00', 'PM']",INCAPACITATING INJURY with Device
ff50637ee5b585dcb7e6d89d7bbbb4693fdcf8af040aca91bf6ac36d143759184c0d0e14b761934fcd3d757774033a9e0d7bcd5562a6e21963a1df0cb9ac3357,2023-12-24 02:49:00,Sunday,30,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1,INCAPACITATING INJURY,1.0,0.0,1.0,2,1,12,41.88486078,-87.71692045,"['12/24/2023', '02:49:00', 'AM']",INCAPACITATING INJURY without Device
b4d1d92591e2fe946d0b7631118cc4b3655f63c034ce43056c5c5733a58fdf929440c574c6bcd06e302e609a1dc7d05c63a68fb400a0ee47dca5d2b867ca8c3e,2023-12-23 17:16:00,Saturday,30,TRAFFIC SIGNAL,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,INCAPACITATING INJURY,1.0,0.0,1.0,17,7,12,42.00875125,-87.69026105,"['12/23/2023', '05:16:00', 'PM']",INCAPACITATING INJURY with Device
d2718155c1d9c6319759bd69010ef1c11c748b5aadaeac5d540c7c8ab1f506088933db7f94992d546422c52b894acfd227ce2c1422bcd78e44eb45707adecbe2,2023-12-23 16:25:00,Saturday,30,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,INCAPACITATING INJURY,2.0,0.0,2.0,16,7,12,41.93901697,-87.73964794,"['12/23/2023', '04:25:00', 'PM']",INCAPACITATING INJURY with Device
34f5b962aa1bf778b9ed24d88042bae29e4e5c083596fbb36aa11b7205efbb91d1c118a3c21fe406890c2c92054e4c0ec13d57099dfa0dc39572e484d231709c,2023-12-23 15:13:00,Saturday,30,TRAFFIC SIGNAL,FOG/SMOKE/HAZE,DAYLIGHT,SIDESWIPE SAME DIRECTION,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",PHYSICAL CONDITION OF DRIVER,2,INCAPACITATING INJURY,2.0,0.0,1.0,15,7,12,41.98661416,-87.66471962,"['12/23/2023', '03:13:00', 'PM']",INCAPACITATING INJURY with Device
66430e08053605f1b1c7d5b44834ba3eb25e4ea898005ed4b32d272d1d67c4ee9b6ce824e9c9db5c254fc2c03a7a4d0a1c7d0680dce47b064f009faa860446ae,2023-12-23 12:45:00,Saturday,30,STOP SIGN/FLASHER,RAIN,DAYLIGHT,REAR END,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",WEATHER,2,INCAPACITATING INJURY,1.0,0.0,1.0,12,7,12,41.69984852,-87.63431338,"['12/23/2023', '12:45:00', 'PM']",INCAPACITATING INJURY with Device
32cc4d0bbbe73ecc5441761a3f394967ce16c6a636a923b00a474f91f5ac59b6b0859dc4d005857c1f873e7bd9be019dbaaa10ca2233b83a8373d50a4063e6fe,2023-12-23 12:30:00,Saturday,30,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,FATAL,1.0,1.0,0.0,12,7,12,41.8811993,-87.69405016,"['12/23/2023', '12:30:00', 'PM']",FATAL with Device
aad61da6c6dae1a9eb0d8f0e089f6bc03d58afdb21709e87788fc9245c581cedf885b994d44ffd267f2698312fbe37676259226ed20a16d90a50105997afd5cb,2023-12-23 11:18:00,Saturday,30,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,WET,INJURY AND / OR TOW DUE TO CRASH,"$501 - $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,INCAPACITATING INJURY,1.0,0.0,1.0,11,7,12,41.96438753,-87.70849248,"['12/23/2023', '11:18:00', 'AM']",INCAPACITATING INJURY without Device
e568ba521d31008aea55e22d68dd2d93c422ab33ad6ca89371a64bffdfd2ec56d366eb1fe1907fd7053566aae8c620af1a8f04dc4976ec0161e022390f74016f,2023-12-23 10:50:00,Saturday,35,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAYLIGHT,PEDESTRIAN,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,2,INCAPACITATING INJURY,1.0,0.0,1.0,10,7,12,41.78289054,-87.80099267,"['12/23/2023', '10:50:00', 'AM']",INCAPACITATING INJURY with Device
2764bb40fd11dcf485ae4578ced0f1e4766fae160b7c36eec699efcf63c35893fa1e55c0338defff57bd408d7028ac1c83d69989d70ae3f897f8cee95d37bf49,2023-12-23 05:38:00,Saturday,30,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,3,INCAPACITATING INJURY,2.0,0.0,2.0,5,7,12,41.74396104,-87.61226531,"['12/23/2023', '05:38:00', 'AM']",INCAPACITATING INJURY without Device
55ee6b6d2e8f2de294660ccb7d97fcdd72fc9800b9830d1535c47ba23e873cc009e0838c4560c8db3cdfc46cfa86f291a5c27fba09f977baef06c6d3ccfd34db,2023-12-23 03:53:00,Saturday,30,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",WEATHER,1,INCAPACITATING INJURY,1.0,0.0,1.0,3,7,12,41.98997392,-87.74847302,"['12/23/2023', '03:53:00', 'AM']",INCAPACITATING INJURY without Device
2c65d000b7c47f92f4ef1cadc39c21018b8892c95620a04032902a3d69ecc081fe60f6899ab638fd624e29e2b6eff0481796c2fbaeb046a69172b8f2cc8d398b,2023-12-23 02:29:00,Saturday,30,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,INCAPACITATING INJURY,1.0,0.0,1.0,2,7,12,41.87573461,-87.62943912,"['12/23/2023', '02:29:00', 'AM']",INCAPACITATING INJURY with Device
0687fc3945ff6724c4054c5f2ceba9879e8fd399621aea50b43c0a2f094f1c38004312e98552a40f3f4d9681a037816a63a75144991940f64f767833b53c26c6,2023-12-23 00:46:00,Saturday,30,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE OPPOSITE DIRECTION,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",IMPROPER LANE USAGE,2,INCAPACITATING INJURY,1.0,0.0,1.0,0,7,12,41.82354116,-87.64786114,"['12/23/2023', '12:46:00', 'AM']",INCAPACITATING INJURY without Device
97d6c534e833d8ad6805a2b5c709416eb8838c3094459bacd3cfe1cf79a95d5e4b890a69a28c4f9145dc019883d67300ad34307ba7d5262e287a6d7b10ffc3d0,2023-12-23 00:07:00,Saturday,30,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",PHYSICAL CONDITION OF DRIVER,1,INCAPACITATING INJURY,1.0,0.0,1.0,0,7,12,41.76536413,-87.64123749,"['12/23/2023', '12:07:00', 'AM']",INCAPACITATING INJURY without Device
ca15a8fdf80c652e9a32a9efea362a0629aef694e51c5780f1e5099eade8b46c2f2c107c6a3b883d09d006901316524462bfb08563afed2e2c97b20c7283be88,2023-12-22 18:36:00,Friday,15,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,2,INCAPACITATING INJURY,2.0,0.0,1.0,18,6,12,41.67926255,-87.66261671,"['12/22/2023', '06:36:00', 'PM']",INCAPACITATING INJURY without Device
edc97f1c75c8b788ebf3005f906a71a1e59e50b4d7662280d05e073653284e8244367e77304c73c9f57ace048a38cf0fb051c2e7b04ad8e1670ebc80f1ea764b,2023-12-22 17:10:00,Friday,30,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,WET,INJURY AND / OR TOW DUE TO CRASH,$500 OR LESS,WEATHER,2,INCAPACITATING INJURY,1.0,0.0,1.0,17,6,12,41.94242885,-87.7471105,"['12/22/2023', '05:10:00', 'PM']",INCAPACITATING INJURY with Device
aea7001273b6dc15d5273939ef1eb4badafe056c322f2011ffb0080978b0d11afe198b6355ab3f742dd76da4cce9970af155737cd31a71d55cc992a435113ffa,2023-12-22 16:25:00,Friday,30,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,4,INCAPACITATING INJURY,3.0,0.0,1.0,16,6,12,41.88196747,-87.63516544,"['12/22/2023', '04:25:00', 'PM']",INCAPACITATING INJURY with Device
fcf691aa6a7d4d9ae5f4d3f8d0d0a8ee49b1f9724eb84bda8d27be9de08796de1b5b27c997fcc423bb0b4901b74e0703029f1e7343b94cf31fb7b6a6b2d20641,2023-12-22 15:16:00,Friday,30,NO CONTROLS,RAIN,DAYLIGHT,PEDALCYCLIST,WET,INJURY AND / OR TOW DUE TO CRASH,$500 OR LESS,NOT APPLICABLE,2,INCAPACITATING INJURY,1.0,0.0,1.0,15,6,12,41.95547435,-87.67984625,"['12/22/2023', '03:16:00', 'PM']",INCAPACITATING INJURY without Device
a76611b8396e85d7bcf16256394ab1d048ecf1ba5212b893a666d006ace357e264a0f0f63181a975ceb7f012b5a718b417b1db82725708b25a573449ee90f842,2023-12-22 14:50:00,Friday,30,TRAFFIC SIGNAL,RAIN,DAYLIGHT,PEDESTRIAN,WET,INJURY AND / OR TOW DUE TO CRASH,$500 OR LESS,NOT APPLICABLE,2,INCAPACITATING INJURY,1.0,0.0,1.0,14,6,12,41.89326784,-87.63131593,"['12/22/2023', '02:50:00', 'PM']",INCAPACITATING INJURY with Device
e37d41b327b0369db1a819cbfc5dbfc17a44d6a6ebcea108825c339a8ff62b755295c8d182d589ec26b69ebe85234506b85c21c085bdf64d19b3ebaa6800ddd8,2023-12-22 12:13:00,Friday,30,STOP SIGN/FLASHER,RAIN,DAYLIGHT,TURNING,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,INCAPACITATING INJURY,3.0,0.0,1.0,12,6,12,41.97892765,-87.74825885,"['12/22/2023', '12:13:00', 'PM']",INCAPACITATING INJURY with Device
ce091236081fde46cd12fdb7e960dbd23d73e6f4b628cb0e01ebea7c57ea18377811479143b2d3f45bb2c6fae6321843fc589f50d65bf208ad4369a06e16ad05,2023-12-22 11:45:00,Friday,35,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,INCAPACITATING INJURY,1.0,0.0,1.0,11,6,12,41.93763891,-87.83620975,"['12/22/2023', '11:45:00', 'AM']",INCAPACITATING INJURY with Device
62695c415289ba37496e35397cef0fff7df0bd8904efed64306a78272f72d2d2cdcc9550208d89f92eac9594b0b9de30d9ee45dd4942fefd2a5578ef4aa51737,2023-12-22 09:40:00,Friday,30,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",DRIVING ON WRONG SIDE/WRONG WAY,2,INCAPACITATING INJURY,2.0,0.0,2.0,9,6,12,41.88452,-87.64704176,"['12/22/2023', '09:40:00', 'AM']",INCAPACITATING INJURY without Device
3a99fc95fc86c4c316b9783c07767725e3503eed95c5856270c244804b6c882e40f59fe8b7926ff0bc7ddcc91c871590dd9cba8b4b04ad8892ba9dd72edebc3d,2023-12-22 03:42:00,Friday,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,2,INCAPACITATING INJURY,1.0,0.0,1.0,3,6,12,41.72172767,-87.62358399,"['12/22/2023', '03:42:00', 'AM']",INCAPACITATING INJURY with Device
7cc1df60780d058e7bf6bbcee41fdb9536810f157eda8f21747bb11f1f42669d27712e580008b2455cff1a44df9272c6d5ac65fba352e4f5dd1b035ff54cff59,2023-12-22 02:16:00,Friday,25,NO CONTROLS,CLEAR,DARKNESS,REAR END,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,INCAPACITATING INJURY,1.0,0.0,1.0,2,6,12,41.90095892,-87.61992817,"['12/22/2023', '02:16:00', 'AM']",INCAPACITATING INJURY without Device
